SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes
-0.45059334178488003,1.5206004288498374,-0.2010920097875696,0.986734858419379,1.511886682475227,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.6016311917878374
2.219295997670145,-1.3174041579815252,0.6425544039363856,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-0.4125331302961632,0.5075709777405528,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,1.4794699275914118,1.351217391464508,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.9447734112318797,-0.2010920097875696,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.4125331302961632,1.1149963956218005,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,1.561730930108263,-1.415942845550065,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
2.219295997670145,1.3560784238161352,1.216233965268675,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
2.219295997670145,1.3149479225577096,1.2499798218176335,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.6028614313666885,-1.382196989001107,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.6028614313666885,0.5750626908384692,-1.0134434711284752,1.511886682475227,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.561730930108263,1.3174715349155497,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.3174041579815252,-0.5385505752771517,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,1.3972089250745607,0.8112836866811767,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.3174041579815252,-1.382196989001107,-1.0134434711284752,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,0.8213819074566031,-1.550926271745898,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
2.219295997670145,-0.9883601479141207,-1.5171804151969397,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.7802514061981776,-0.1673461532386114,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.4125331302961632,0.10262069915305427,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.6979904036813265,-0.3698212925323606,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.6568599024229009,-0.8422632842177755,-1.0134434711284752,-0.6614252321892423,-2.952171288275007,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,-1.0294906491725464,-1.550926271745898,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,-1.3174041579815252,-1.382196989001107,0.986734858419379,-0.6614252321892423,-2.952171288275007,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
2.219295997670145,1.3972089250745607,1.351217391464508,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.12216338606336888,-1.5171804151969397,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.0270344137487308,0.2038582687999289,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.7004466391051419,0.9462671128770095,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,0.6157294011644754,0.13636655570201248,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,-0.9472296466556952,0.6763002604853439,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-1.1940126542062486,-0.5722964318261099,0.986734858419379,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-0.248011125262461,0.3388416949957617,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,-0.49479413281301426,-1.382196989001107,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
2.219295997670145,-0.9883601479141207,0.6425544039363856,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-0.6181856365882908,-0.3023295794344442,0.986734858419379,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
2.219295997670145,-0.12461962148718438,1.351217391464508,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.2455548898386455,-1.382196989001107,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.3302721277793121,-0.33607543598340245,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
2.219295997670145,0.8213819074566031,1.2837256783665916,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-1.2762736567230997,0.5075709777405528,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,0.6157294011644754,-0.7072798580219427,-1.0134434711284752,1.511886682475227,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.8213819074566031,-1.550926271745898,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.2351431554646741,0.13636655570201248,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
2.219295997670145,-0.782707641621993,1.3174715349155497,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,1.6621478634250162
2.219295997670145,-0.042358618970333294,-1.550926271745898,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.12216338606336888,1.1149963956218005,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-1.3174041579815252,0.17011241225097068,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.3585346592399508,-1.382196989001107,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,-0.9883601479141207,0.9800129694259677,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,1.6621478634250162
-0.45059334178488003,-1.3174041579815252,-0.7072798580219427,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,0.039902383546517796,-0.09985444014069497,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
2.219295997670145,-0.16575012274560993,-1.0109925669625666,-1.0134434711284752,1.511886682475227,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.2351431554646741,-1.550926271745898,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,1.2326869200408586,0.8450295432301349,0.986734858419379,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.6016311917878374
2.219295997670145,1.561730930108263,0.710046117034302,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.3174041579815252,-1.550926271745898,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.7004466391051419,-1.0109925669625666,-1.0134434711284752,1.511886682475227,-2.952171288275007,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.49479413281301426,0.2713499818978453,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,1.7201406902129501,1.6621478634250162
-0.45059334178488003,-0.9472296466556952,0.8112836866811767,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-0.6593161378467164,0.6088085473874274,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.4125331302961632,-0.6060422883750681,0.986734858419379,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,1.7201406902129501,1.6621478634250162
-0.45059334178488003,-1.2351431554646741,0.37258755154471995,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
2.219295997670145,-1.3174041579815252,0.2713499818978453,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,1.6621478634250162
-0.45059334178488003,0.5745988999060498,0.710046117034302,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.561730930108263,0.035128986055137854,0.986734858419379,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.152882152947823,0.6088085473874274,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.1940126542062486,0.30509583844680355,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-0.248011125262461,0.10262069915305427,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.4125331302961632,-0.40356714908131885,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.08103288480494333,-1.550926271745898,0.986734858419379,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.9447734112318797,1.1487422521707586,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,1.6028614313666885,-1.550926271745898,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.3972089250745607,-0.5048047187281934,0.986734858419379,-0.6614252321892423,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.6979904036813265,-1.550926271745898,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.0294906491725464,-0.40356714908131885,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.5359246340714398,-0.7410257145709009,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.4512073961307732,0.8112836866811767,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.8649686441388441,0.13636655570201248,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.2351431554646741,-0.9772467104136084,0.986734858419379,-0.6614252321892423,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,1.6621478634250162
-0.45059334178488003,1.3560784238161352,1.2499798218176335,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.9060991453972697,1.013758825974926,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,1.1504259175240075,1.4187091045624245,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,-0.042358618970333294,1.2837256783665916,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.1117516516893975,0.7775378301322184,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.3149479225577096,1.4862008176603407,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,1.4383394263329863,0.4738251211915946,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.739120904939752,0.5750626908384692,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.20442438858021997,1.2837256783665916,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.9859039124903053,1.0812505390728424,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.1117516516893975,0.30509583844680355,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,0.4512073961307732,-0.03236272704277856,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.0294906491725464,0.13636655570201248,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
2.219295997670145,1.5206004288498374,0.7775378301322184,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
2.219295997670145,1.0681649150071564,0.44007926464263636,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,1.6028614313666885,1.351217391464508,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
2.219295997670145,-0.001228117711907749,-1.382196989001107,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.561730930108263,1.5874383873072155,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.561730930108263,1.0812505390728424,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,1.561730930108263,0.4738251211915946,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.6016311917878374
2.219295997670145,-0.782707641621993,0.2713499818978453,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
2.219295997670145,-0.8649686441388441,0.44007926464263636,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.1504259175240075,-0.5385505752771517,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,1.1504259175240075,1.2499798218176335,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.16575012274560993,0.4738251211915946,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,-1.3174041579815252,-0.7072798580219427,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,1.6028614313666885,0.7775378301322184,0.986734858419379,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.5206004288498374,-0.7072798580219427,-1.0134434711284752,-0.6614252321892423,-2.952171288275007,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
2.219295997670145,1.6028614313666885,1.3174715349155497,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
2.219295997670145,-0.28914162652088654,0.9462671128770095,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.3174041579815252,0.4738251211915946,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,1.2326869200408586,-1.5171804151969397,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.152882152947823,-0.33607543598340245,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.6016311917878374
2.219295997670145,-1.1117516516893975,0.7775378301322184,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.2762736567230997,-0.7747715711198592,-1.0134434711284752,-0.6614252321892423,-2.952171288275007,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-1.152882152947823,-0.6735340014729845,-1.0134434711284752,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-1.3174041579815252,0.17011241225097068,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,0.6979904036813265,1.2499798218176335,-1.0134434711284752,1.511886682475227,0.33873373268402507,-0.8588790482163563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.6016311917878374
